Consum(kWh),Duration_hours,Site,CP ID,Connector Type,Connector,Start_hour,End_hour,Day_of_week,is_weekend,season
4192.39,412.1252778,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,12,14,5,1,2
4955.688,373.0472222,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,12,13,6,1,2
5512.363,448.7861111,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,14,15,0,0,2
5928.65,310.88,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,16,17,1,0,2
6408.059,242.5038889,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,14,2,0,2
6411.607,394.1252778,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,13,13,3,0,2
7441.699,383.9463889,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,12,14,4,0,2
8779.422,515.6075,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,16,16,5,1,2
8785.561,609.8747222,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,10,11,6,1,2
6323.11,387.5516667,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,9,10,0,0,2
5950.257,412.6997222,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,14,14,1,0,2
5073.34,322.9963889,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,12,13,2,0,2
5892.29,385.0905555,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,10,12,3,0,2
6551.046,499.3630556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,16,16,4,0,2
6786.251,355.7169444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,20,21,5,1,2
6126.782,353.3816667,"Princes Street Charging Hub, Dundee",51584,rapid,DD4 6BY,13,15,6,1,2
5561.628,318.7233333,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,10,10,0,0,2
5340.734,394.6847222,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,16,15,1,0,2
6567.546,445.0152778,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,14,15,2,0,2
6225.127,405.8563889,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,15,13,3,0,2
6972.561,401.7925,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,16,4,0,2
7034.529,344.1455555,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,15,16,5,1,2
6308.111,310.5952778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,15,6,1,2
6324.021,333.9680556,"Lochee Charging Hub, Aimer Square, Dundee",51424,rapid,DD2 3BH,12,10,0,0,2
6697.542,533.0144444,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,12,13,1,0,2
6101.61,342.7994444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,15,2,0,2
6774.519,492.2430555,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,16,3,0,2
4838.264,620.0725,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,16,16,4,0,2
4613.39,533.5,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,14,17,5,1,2
4660.88,422.0583333,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,14,15,6,1,2
4589.6,394.5288889,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,11,12,0,0,2
5354.964,320.3705556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,15,1,0,2
5484.3,324.2336111,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,12,10,2,0,2
5966.989,424.0847222,"Queen Street Charging Hub, Dundee",62125,rapid,DD5 2HD,14,10,3,0,2
5199.496,281.4297222,"Queen Street Charging Hub, Dundee",51548,rapid,DD5 2HD,12,15,4,0,2
6559.295,432.4186111,"Princes Street Charging Hub, Dundee",APT51549,rapid,DD4 6BY,15,15,5,1,2
7196.132,348.7438889,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,16,16,6,1,2
8059.788,613.9036111,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,15,0,0,2
7977.72,566.1186111,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,14,1,0,2
6189.412,389.7297222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,15,2,0,2
7213.485,515.2680556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,9,12,3,0,2
6674.706,384.5847222,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,10,10,4,0,2
6993.098,363.8269444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,11,5,1,2
5626.25,262.8302778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,12,6,1,2
6340.986,352.5663889,"Princes Street Charging Hub, Dundee",APT51425,rapid,DD4 6BY,15,15,0,0,2
5453.449,354.9233333,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,14,1,0,2
5812.537,432.3763889,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,12,11,2,0,2
5673.866,435.6866667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,14,3,0,2
5982.09,325.9652778,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,10,15,4,0,2
6758.934,278.0672222,"Princes Street Charging Hub, Dundee",APT51425,rapid,DD4 6BY,15,15,5,1,2
6193.636,298.5286111,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,12,6,1,2
5881.122,343.5669445,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,10,12,0,0,2
6488.431,412.5036111,"Princes Street Charging Hub, Dundee",APT51425,rapid,DD4 6BY,17,14,1,0,2
5555.849,427.3916667,"Princes Street Charging Hub, Dundee",APT51425,rapid,DD4 6BY,13,14,2,0,2
6379.944,363.6311111,"Princes Street Charging Hub, Dundee",APT51425,rapid,DD4 6BY,11,16,3,0,2
5768.178,355.43,"Lochee Charging Hub, Aimer Square, Dundee",APT51425,rapid,DD2 3BH,19,13,4,0,2
6204.625,305.5861111,"Lochee Charging Hub, Aimer Square, Dundee",APT51425,rapid,DD2 3BH,14,14,5,1,2
5880.368,252.8252778,"Princes Street Charging Hub, Dundee",APT51425,rapid,DD4 6BY,10,17,6,1,2
5359.16,508.6783333,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,15,16,0,0,2
4469.126,496.1027778,"Queen Street Charging Hub, Dundee",51584,rapid,DD5 2HD,10,16,1,0,2
5339.898,572.0975,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,8,14,2,0,2
4216.831,366.6241667,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,12,10,3,0,2
5315.225,314.4363889,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,14,14,4,0,2
5641.93,391.0888889,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,13,15,5,1,2
6479.806,405.0652778,"Princes Street Charging Hub, Dundee",62125,rapid,DD4 6BY,13,15,6,1,2
5289.532,388.9838889,"Lochee Charging Hub, Aimer Square, Dundee",62125,rapid,DD2 3BH,12,11,0,0,2
6249.652,398.2708333,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,12,1,0,2
7999.859,431.4655555,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,13,13,2,0,2
7945.605,600.6591667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,9,15,3,0,2
8689.257,601.1644445,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,12,15,4,0,2
6843.817,300.3463889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,15,5,1,2
5938.08,318.5852778,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,1,1,6,1,2
6097.757,285.5638889,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,9,11,0,0,2
6726.274,414.4947222,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,10,13,1,0,2
5989.195,444.9911111,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,10,10,2,0,2
6285.525,353.8730555,"Princes Street Charging Hub, Dundee",51584,rapid,DD4 6BY,12,15,3,0,2
7009.387,476.7733333,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,11,12,4,0,2
7284.119,397.5455556,"Princes Street Charging Hub, Dundee",APT51549,rapid,DD4 6BY,11,13,5,1,2
6862.839,312.1613889,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,DD2 3BH,13,12,6,1,2
4417.869,339.2741667,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,11,13,0,0,2
5914.013,410.7052778,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,12,12,1,0,2
6003.76,367.7838889,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,DD2 3BH,11,15,2,0,2
6445.058,343.1702778,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,12,13,3,0,2
6348.861,314.6844444,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,10,12,4,0,2
6873.223,288.7961111,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,12,12,5,1,2
5815.193,243.5008333,"Princes Street Charging Hub, Dundee",51585,rapid,DD4 6BY,14,14,6,1,2
6116.343,356.9833333,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,DD2 3BH,13,12,0,0,2
5736.029,336.7575,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,11,13,1,0,2
6533.984,362.5216667,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,13,13,2,0,2
5031.32,568.6319444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,15,3,0,3
5050.59,554.6511111,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,11,12,4,0,3
4775.783,478.7902778,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,15,16,5,1,3
4391.477,321.9613889,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,11,11,6,1,3
5031.027,364.3177778,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,14,15,0,0,3
5744.087,380.6155556,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,13,14,1,0,3
6367.527,244.9375,"Princes Street Charging Hub, Dundee",62125,rapid,DD4 6BY,13,15,2,0,3
5547.338,346.2505556,"Queen Street Charging Hub, Dundee",51421,rapid,DD5 2HD,12,15,3,0,3
6878.718,374.9483334,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,9,16,4,0,3
6851.137,341.7463889,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,1,12,5,1,3
7725.22,530.8288889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,15,14,6,1,3
6241.198,419.0111111,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,11,15,1,0,3
6722.326,386.0202778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,9,16,2,0,3
6287.053,386.5522222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,16,3,0,3
6533.801,402.9827778,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,14,16,4,0,3
7081.369,361.3313889,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,13,14,5,1,3
6067.132,294.4136111,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,16,17,6,1,3
5288.507,273.5541667,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,18,14,0,0,3
6407.319,395.685,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,11,10,1,0,3
6198.678,450.11,"Princes Street Charging Hub, Dundee",51426,rapid,DD4 6BY,13,13,2,0,3
6767.229,447.6769445,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,11,3,0,3
7286.916,396.5130556,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,11,15,4,0,3
7656.133,360.0144444,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,16,15,5,1,3
6991.555,374.1130555,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,14,15,6,1,3
7081.305,338.4436111,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,17,10,0,0,3
6670.33,440.0952778,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,11,12,1,0,3
6840.636,394.7894444,"Princes Street Charging Hub, Dundee",51426,rapid,DD4 6BY,10,10,2,0,3
6936.45,481.4338889,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,12,13,3,0,3
7819.348,461.5858333,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,12,13,4,0,3
4792.269,556.3819445,"Princes Street Charging Hub, Dundee",51584,rapid,DD4 6BY,11,16,5,1,3
5245.53,652.0613889,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,14,14,6,1,3
4543.995,416.1486111,"Queen Street Charging Hub, Dundee",52667,rapid,DD5 2HD,14,15,0,0,3
3959.383,320.9111111,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,1,2,1,0,3
5194.903,315.5016667,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,9,12,2,0,3
6227.658,350.4783333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,12,3,0,3
5917.291,332.72,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,14,4,0,3
5653.509,320.8688889,"Queen Street Charging Hub, Dundee",APT51423,rapid,DD5 2HD,11,11,5,1,3
6758.255,362.1613889,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,DD2 3BH,10,15,6,1,3
5556.791,364.255,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,14,15,0,0,3
7620.598,495.1188889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,13,1,0,3
6947.497,440.5691667,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,11,15,3,0,3
6750.837,330.5066667,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,12,12,4,0,3
7785.118,327.4147222,"Princes Street Charging Hub, Dundee",51426,rapid,DD4 6BY,15,13,5,1,3
7314.851,426.5394444,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,11,2,6,1,3
7024.827,418.5488889,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,11,15,0,0,3
7117.294,557.5794444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,12,1,0,3
8070.632,536.665,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,15,15,2,0,3
7145.518,513.465,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,12,13,3,0,3
7924.768,490.945,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,21,4,0,3
8556.677,441.5427778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,9,17,5,1,3
7705.445,430.8708333,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,15,15,6,1,3
7772.508,491.9730556,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,11,14,0,0,3
7729.528,520.7855556,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,13,2,0,3
7703.452,535.2063889,"Lochee Charging Hub, Aimer Square, Dundee",51424,rapid,DD2 3BH,10,15,3,0,3
7754.887,554.3802778,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,13,10,4,0,3
7476.02,395.2577778,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,14,16,5,1,3
8423.051,496.8444445,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,1,1,6,1,3
7025.034,558.7277778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,12,0,0,3
5047.629,536.9258333,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,15,1,0,3
5838.1,516.3452778,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,14,12,2,0,3
3381.517,388.2402778,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,13,15,4,0,3
4717.536,325.6966667,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,9,15,5,1,3
6679.779,320.3158333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,16,6,1,3
6245.787,355.5916667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,16,0,0,3
6119.325,431.3911111,"Queen Street Charging Hub, Dundee",51421,rapid,DD5 2HD,11,14,1,0,3
5407.509,295.4166667,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,DD2 3BH,2,2,2,0,3
6204.187,436.3741667,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,13,14,3,0,3
8390.291,508.7427778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,16,4,0,3
9510.795,479.7919444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,2,16,5,1,3
7350.076,396.8022223,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,13,14,6,1,3
8183.609,549.7102778,"Lochee Charging Hub, Aimer Square, Dundee",51424,rapid,DD2 3BH,17,15,0,0,3
8552.756,543.8755556,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,15,1,0,3
8776.293,598.8511111,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,9,14,2,0,3
9269.047,580.9955555,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,15,3,0,3
9949.626,587.6377778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,14,4,0,3
9292.205,493.2222222,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,15,5,1,3
8553.816,505.8036111,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,15,16,6,1,3
8851.893,531.2797222,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,15,0,0,3
8011.884,556.0186111,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,15,1,0,3
8761.02,628.7602778,"Lochee Charging Hub, Aimer Square, Dundee",51424,rapid,DD2 3BH,13,12,2,0,3
8912.669,591.3277778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,16,13,3,0,3
9126.61,595.4491667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,12,4,0,3
9460.57,456.0791667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,13,5,1,3
8640.242,480.9197222,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,15,15,6,1,3
8003.991,494.4727778,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,10,12,0,0,3
9075.072,576.1038889,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,14,1,0,3
8681.557,505.2947222,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,9,10,2,0,3
5243.776,474.5625,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,10,17,3,0,0
5783.217,502.4877778,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,14,14,4,0,0
5444.806,387.2722222,"Queen Street Charging Hub, Dundee",51584,rapid,DD5 2HD,13,14,5,1,0
4274.554,424.5366667,"Princes Street Charging Hub, Dundee",51426,rapid,DD4 6BY,11,13,6,1,0
5625.114,510.3808333,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,11,12,0,0,0
6137.403,336.3527778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,20,15,1,0,0
6676.081,389.5425,"Lochee Charging Hub, Aimer Square, Dundee",51424,rapid,DD2 3BH,14,15,2,0,0
6370.654,398.7063889,"Princes Street Charging Hub, Dundee",51585,rapid,DD4 6BY,13,14,3,0,0
6705.152,397.2013889,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,DD2 3BH,16,9,4,0,0
6325.026,462.5494444,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,11,11,5,1,0
8648.695,462.6844444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,13,6,1,0
9752.298,601.6588889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,15,2,0,0
8716.459,526.9191666,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,13,0,0,0
9044.75,559.3686111,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,15,1,0,0
8857.731,492.7627778,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,14,2,0,0
9225.768,561.4,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,11,11,3,0,0
4306.442,260.8130556,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,22,18,6,1,0
8800.219,398.5452778,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,15,0,0,0
9699.247,344.235,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,11,11,1,0,0
9974.651,428.8697222,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,15,2,0,0
9961.857,552.6133333,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,15,3,0,0
9418.111,353.5861111,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,13,5,1,0
7057.248,322.7447222,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,3,6,1,0
9377.21,685.3619444,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,13,11,0,0,0
9858.681,612.7552778,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,11,1,0,0
9757.904,441.5191667,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,12,12,2,0,0
9356.994,517.2394444,"Lochee Charging Hub, Aimer Square, Dundee",61611,rapid,DD2 3BH,11,11,3,0,0
7887.071,479.6136111,"Princes Street Charging Hub, Dundee",52667,rapid,DD4 6BY,12,15,4,0,0
9501.578,394.0655555,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,15,5,1,0
7767.083,462.3994445,"Princes Street Charging Hub, Dundee",61616,rapid,DD4 6BY,16,11,6,1,0
8418.494,501.9391667,Clepington Road - 4th Hub,61616,rapid,DD3 8PL,8,11,0,0,0
9789.887,371.3780556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,16,1,0,0
9656.521,448.3225,"Lochee Charging Hub, Aimer Square, Dundee",51424,rapid,DD2 3BH,11,16,5,1,0
9992.924,434.6788889,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,15,6,1,0
9745.347,635.9469444,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,15,16,1,0,0
9493.93,570.0558333,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,16,16,2,0,0
8564.654,612.6838889,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,16,4,0,0
9270.154,454.0127778,"Princes Street Charging Hub, Dundee",60696,rapid,DD4 6BY,13,14,5,1,0
8425.089,360.0988889,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,11,1,6,1,0
7652.657,484.1102778,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,11,16,0,0,0
8475.375,495.7563889,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,13,1,0,0
9405.01,600.9911111,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,9,16,2,0,0
8992.686,690.1505555,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,15,14,3,0,0
9462.825,629.9863889,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,13,4,0,0
9769.364,594.5727778,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,12,14,5,1,0
8565.38,444.4394445,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,15,16,6,1,0
8774.701,565.1808333,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,15,0,0,0
8823.365,634.5394445,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,15,16,1,0,0
9092.027,339.5719444,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,14,2,0,0
9109.913,608.4525,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,15,16,3,0,0
9676.052,606.5375,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,9,11,4,0,0
8778.336,477.7841667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,14,5,1,0
8801.406,485.4677778,"Princes Street Charging Hub, Dundee",61615,rapid,DD4 6BY,12,13,6,1,0
9179.626,468.4819444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,19,12,0,0,0
8724.64,301.4013889,"Princes Street Charging Hub, Dundee",60682,rapid,DD4 6BY,11,14,1,0,0
8240.086,487.45,"Princes Street Charging Hub, Dundee",APT51594,rapid,DD4 6BY,9,14,2,0,0
8169.83,460.5119445,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,19,13,3,0,0
8235.178,455.8391667,Clepington Road - 4th Hub,60695,rapid,DD3 8PL,9,13,4,0,0
8555.675,500.5761111,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,15,15,0,0,0
9443.291,669.5991667,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,14,15,1,0,0
9307.733,492.8380556,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,14,14,2,0,0
9290.392,673.0866667,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,14,15,3,0,0
9335.674,564.6380555,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,9,12,4,0,0
8700.513,654.0719445,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,16,0,0,0
8680.825,491.6022222,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,14,15,1,0,0
8948.121,519.5322222,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,14,2,0,0
9136.617,509.7877778,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,12,15,4,0,0
